"Individual"	"Population"	"Type"	"Concrete_Location"	"NS"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"pc1"	"pc2"
"230"	"NOR-SKF-GA-41"	"NOR-SKF-GA"	"Freshwater"	"North_Scandinavia"	"North"	0.922973571784368	1.11019365693652	-0.397380711332495	-1.64597649309468	0.00953803137442756	0.0149695720297647	-0.00960890560273419	-0.00719428749102361	-0.00399301663780261	-0.000178177671530071	-9.27494297846011e-05	-0.00140315610193504	0	-2.22044604925031e-16	81.71	15.93
"231"	"NOR-SKF-GA-43"	"NOR-SKF-GA"	"Freshwater"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"232"	"NOR-SKF-GA-45"	"NOR-SKF-GA"	"Freshwater"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"233"	"NOR-SKF-GA-46"	"NOR-SKF-GA"	"Freshwater"	"North_Scandinavia"	"North"	2.8184060826752	-0.264859528675225	-1.19149239540253	0.222133771769325	0.1506913012942	-0.394771766791019	0.0698153066112887	0.00489390298886776	0.0297256067272384	-0.000196854091383018	0.000834744868061055	0.0126284049174176	0	-1.11022302462516e-16	81.71	15.93
"234"	"NOR-SKF-GA-6"	"NOR-SKF-GA"	"Freshwater"	"North_Scandinavia"	"North"	0.416713166365366	0.550022900053097	-1.4866665604756	-1.27641221181193	0.231054173369175	-0.00952491606556211	-0.00412718748055884	-0.0084396604014054	-0.00394318424039596	-0.000365121156594624	-9.27494297845733e-05	-0.00140315610193502	0	-2.22044604925031e-16	81.71	15.93
"235"	"RABBIT-SLOUGH-1827.05"	"RABBIT-SLOUGH"	"Marine"	"Alaska"	"North"	3.04981397632298	-0.0388684984130249	-0.0844421022161487	-0.0960386671053594	0.00801775699042954	-7.81827853749381e-16	1.68291956496527e-17	-8.50763780381909e-17	4.34763746395258e-17	2.28750233543398e-17	-1.4099663633471e-18	-8.43178688171222e-17	0	0	81.71	15.93
"236"	"RABBIT-SLOUGH-1827.06"	"RABBIT-SLOUGH"	"Marine"	"Alaska"	"North"	2.17552199951406	0.0152305606589021	0.696963414095267	1.17334926227343	-0.1285915479742	-8.65204358794034e-16	1.21049826955469e-16	-3.3520589317215e-16	2.03715595272218e-16	-3.12585133661256e-16	-1.62886609649313e-17	-3.48517102049475e-16	0	1.31838984174237e-16	81.71	15.93
"237"	"RABBIT-SLOUGH-1827.07"	"RABBIT-SLOUGH"	"Marine"	"Alaska"	"North"	3.04981397632298	-0.0388684984130249	-0.0844421022161487	-0.0960386671053594	0.00801775699042954	-7.81827853749381e-16	1.68291956496527e-17	-8.50763780381909e-17	4.34763746395258e-17	2.28750233543398e-17	-1.4099663633471e-18	-8.43178688171222e-17	0	0	81.71	15.93
"238"	"RABBIT-SLOUGH-1827.08"	"RABBIT-SLOUGH"	"Marine"	"Alaska"	"North"	3.04981397632298	-0.0388684984130249	-0.0844421022161487	-0.0960386671053594	0.00801775699042954	-7.81827853749381e-16	1.68291956496527e-17	-8.50763780381909e-17	4.34763746395258e-17	2.28750233543398e-17	-1.4099663633471e-18	-8.43178688171222e-17	0	0	81.71	15.93
"239"	"RABBIT-SLOUGH-1827.09"	"RABBIT-SLOUGH"	"Marine"	"Alaska"	"North"	3.04981397632298	-0.0388684984130249	-0.0844421022161487	-0.0960386671053594	0.00801775699042954	-7.81827853749381e-16	1.68291956496527e-17	-8.50763780381909e-17	4.34763746395258e-17	2.28750233543398e-17	-1.4099663633471e-18	-8.43178688171222e-17	0	0	81.71	15.93
"240"	"RUS-AN-GA-10"	"RUS-AN-GA"	"Marine"	"East_Russia"	"North"	3.04981397632298	-0.0388684984130249	-0.0844421022161487	-0.0960386671053594	0.00801775699042954	-7.81827853749381e-16	1.68291956496527e-17	-8.50763780381909e-17	4.34763746395258e-17	2.28750233543398e-17	-1.4099663633471e-18	-8.43178688171222e-17	0	0	81.71	15.93
"241"	"RUS-AN-GA-2"	"RUS-AN-GA"	"Marine"	"East_Russia"	"North"	3.04981397632298	-0.0388684984130249	-0.0844421022161487	-0.0960386671053594	0.00801775699042954	-7.81827853749381e-16	1.68291956496527e-17	-8.50763780381909e-17	4.34763746395258e-17	2.28750233543398e-17	-1.4099663633471e-18	-8.43178688171222e-17	0	0	81.71	15.93
"242"	"RUS-ASH-GA-1"	"RUS-ASH-GA"	"Marine"	"East_Russia"	"North"	3.04981397632298	-0.0388684984130249	-0.0844421022161487	-0.0960386671053594	0.00801775699042954	-7.81827853749381e-16	1.68291956496527e-17	-8.50763780381909e-17	4.34763746395258e-17	2.28750233543398e-17	-1.4099663633471e-18	-8.43178688171222e-17	0	0	81.71	15.93
"243"	"RUS-ASH-GA-3"	"RUS-ASH-GA"	"Marine"	"East_Russia"	"North"	3.04981397632298	-0.0388684984130249	-0.0844421022161487	-0.0960386671053594	0.00801775699042954	-7.81827853749381e-16	1.68291956496527e-17	-8.50763780381909e-17	4.34763746395258e-17	2.28750233543398e-17	-1.4099663633471e-18	-8.43178688171222e-17	0	0	81.71	15.93
"244"	"RUS-KHA-GA-4"	"RUS-KHA-GA"	"Marine"	"East_Russia"	"North"	3.04981397632298	-0.0388684984130249	-0.0844421022161487	-0.0960386671053594	0.00801775699042954	-7.81827853749381e-16	1.68291956496527e-17	-8.50763780381909e-17	4.34763746395258e-17	2.28750233543398e-17	-1.4099663633471e-18	-8.43178688171222e-17	0	0	81.71	15.93
"245"	"RUS-KHA-GA-6"	"RUS-KHA-GA"	"Marine"	"East_Russia"	"North"	3.04981397632298	-0.0388684984130249	-0.0844421022161487	-0.0960386671053594	0.00801775699042954	-7.81827853749381e-16	1.68291956496527e-17	-8.50763780381909e-17	4.34763746395258e-17	2.28750233543398e-17	-1.4099663633471e-18	-8.43178688171222e-17	0	0	81.71	15.93
"246"	"RUS-LEV-GA-1"	"RUS-LEV-GA"	"Marine"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"247"	"RUS-LEV-GA-2"	"RUS-LEV-GA"	"Marine"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"248"	"RUS-SLI-GA-1"	"RUS-SLI-GA"	"Freshwater"	"Finnish_Golf"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"249"	"RUS-SLI-GA-10"	"RUS-SLI-GA"	"Freshwater"	"Finnish_Golf"	"North"	2.17804848105521	0.247516578490202	0.417027823935087	1.33424848667218	-0.270860267554756	0.0186007895926298	0.0199414106173512	0.0524703226662503	0.0327236421728288	0.00285310479970709	0.000834744868061349	0.0126284049174177	0	1.38777878078145e-16	81.71	15.93
"250"	"RUS-SLI-GA-2"	"RUS-SLI-GA"	"Freshwater"	"Finnish_Golf"	"North"	3.09429284974618	0.0404057013724732	-0.597885729505883	0.0207396005154549	0.0299760100827775	-0.0594697342878603	-0.00522325801686422	0.0219416594657706	0.029043457173021	0.00236219226473679	0.000834744868061277	0.0126284049174179	0	-1.11022302462516e-16	81.71	15.93
"251"	"RUS-SLI-GA-3"	"RUS-SLI-GA"	"Freshwater"	"Finnish_Golf"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"252"	"RUS-SLI-GA-4"	"RUS-SLI-GA"	"Freshwater"	"Finnish_Golf"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"253"	"RUS-SLI-GA-5"	"RUS-SLI-GA"	"Freshwater"	"Finnish_Golf"	"North"	-0.221023221094719	0.590543973237679	-0.709411575172314	0.382367268481702	-0.0693065633509669	-0.15165644409713	-0.483238343315583	0.684874209670781	0.523190883231232	0.0954967807080294	-9.27494297890191e-05	-0.00140315610194167	0	2.77555756156289e-17	81.71	15.93
"254"	"RUS-SLI-GA-6"	"RUS-SLI-GA"	"Freshwater"	"Finnish_Golf"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"255"	"RUS-SLI-GA-7"	"RUS-SLI-GA"	"Freshwater"	"Finnish_Golf"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"256"	"RUS-SLI-GA-8"	"RUS-SLI-GA"	"Freshwater"	"Finnish_Golf"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"257"	"RUS-SLI-GA-9"	"RUS-SLI-GA"	"Freshwater"	"Finnish_Golf"	"North"	2.82257590258775	-0.174998061402766	-1.03818296555191	0.112462191604003	0.0174414824574354	-0.608194661052	0.0817611800226775	0.0595149565896759	-0.0482819653344765	0.00392982160456869	0.000834744868061276	0.0126284049174179	0	-1.11022302462516e-16	81.71	15.93
